id,name
CZ0325538183,Kbelany
CZ0203532584,Lidice
CZ020A539317,Jeneč
CZ020A539325,Jesenice
CZ0411539431,Zádub-Závišín
CZ020A539457,Líšnice
CZ0315537241,Babice
CZ0316536881,Horní Poříčí
CZ0207536709,Strašnov
CZ0316536725,Němětice
CZ0715536733,Kolšov
CZ0316536741,Velká Turná
CZ0207536768,Sukorady
CZ0315537535,Újezdec
CZ0633537608,Ústrašín
CZ0204537748,Ratenice
CZ0204533521,Nebovidy
CZ0204533530,Nová Ves I
CZ0209533548,Nučice
CZ0209538221,Horoušany
CZ0209538671,Přezletice
CZ0201538680,Pyšely
CZ0209538698,Radějovice
CZ0411539473,Ovesné Kladruby
CZ0411539481,Valy
CZ0208537047,Bříství
CZ0315537071,Lipovice
CZ0208537080,Činěves
CZ0208537098,Dlouhopolsko
CZ0204533394,Konárovice
CZ0204533408,Kořenice
CZ0204533424,Kouřim
CZ0209533432,Kozojedy
CZ020A539210,Dolní Břežany
CZ020A539228,Holubice
CZ020A539236,Horoměřice
CZ0209538256,Husinec
CZ0209538850,Svojetice
CZ0411538868,Pomezí nad Ohří
CZ0208537306,Kolaje
CZ0715536571,Kamenná
CZ0316536598,Tchořovice
CZ020A532991,Úhonice
CZ0203533009,Uhy
CZ0203533017,Unhošť
CZ0203533025,Velká Dobrá
CZ0203533033,Velké Přítočno
CZ0208537578,Opočnice
CZ0208537161,Hradčany
CZ0208537179,Hradištko
CZ0315537187,Drslavice
CZ0315537195,Zábrdí
CZ0316536822,Lom
CZ0311544515,Horní Stropnice
CZ0209538523,Mukařov
CZ0208537501,Milovice
CZ0315537527,Bohunice
CZ0208537551,Odřepsy
CZ0208537560,Okřínek
CZ0208537586,Opolany
CZ0208537861,Stratov
CZ0204537888,Tatce
CZ0208537896,Třebestovice
CZ0209538892,Tehov
CZ0411538906,Milíkov
CZ0411538922,Okrouhlá
CZ020A539490,Měchenice
CZ0208537314,Kostelní Lhota
CZ0315537322,Lužice
CZ0208537616,Oskořínek
CZ0208537624,Ostrá
CZ0208537632,Pátek
CZ0208537667,Písty
CZ0204537675,Pňov-Předhradí
CZ020A539333,Jílové u Prahy
CZ020A539341,Jíloviště
CZ020A539503,Ohrobec
CZ020A539511,Okrouhlo
CZ020A539520,Ořech
CZ0411539538,Prameny
CZ020A539546,Petrov
CZ0208537357,Kounice
CZ0315537365,Olšovice
CZ0208537373,Kovanice
CZ0315537381,Mahouš
CZ0208537390,Krchleby
CZ0715537713,Leština
CZ0208537721,Přerov nad Labem
CZ0633537730,Útěchovičky
CZ0208537764,Sadská
CZ0208537772,Sány
CZ0208537799,Senice
CZ0412537918,Dalovice
CZ0412537926,Jenišov
CZ0412537934,Mírová
CZ0208537942,Vestec
CZ0208537403,Křečkov
CZ0315537420,Chvalovice
CZ0208537438,Libice nad Cidlinou
CZ0208537446,Loučeň
CZ020B541206,Rosovice
CZ0715541222,Úsov
CZ020B541231,Rožmitál pod Třemšínem
CZ0711541249,Vápenná
CZ020C542041,Lužná
CZ0322542059,Mlýnské Struhadlo
CZ020C542067,Městečko
CZ020C542075,Milostín
CZ0322542083,Hnačov
CZ0327560901,Chodová Planá
CZ0316536873,Zvotoky
CZ0322542091,Horská Kvilda
CZ020C542105,Mšec
CZ020C542113,Mšecké Žehrovice
CZ020C542121,Mutějovice
CZ0723541711,Bystřička
CZ020C541729,Hořesedly
CZ0322541745,Myslovice
CZ0322541753,Ježovy
CZ0322542148,Modrava
CZ0324542156,Borovy
CZ020C542164,Nové Strašecí
CZ020C542466,Sýkořice
CZ020C542474,Šanov
CZ0423542482,Záluží
CZ020B541397,Svatý Jan
CZ020C541761,Hřebečníky
CZ020C541770,Hředle
CZ0322541796,Hejná
CZ0723541800,Dolní Bečva
CZ020C542181,Nový Dům
CZ020C542202,Oráčov
CZ0723542725,Horní Lideč
CZ0723542768,Hovězí
CZ0723542784,Huslenky
CZ0723542814,Hutisko-Solanec
CZ0723542831,Choryně
CZ0327541401,Broumov
CZ020B541419,Štětkovice
CZ0327541435,Únehle
CZ0327541443,Obora
CZ0322541826,Kejnice
CZ020C541834,Jesenice
CZ0322541842,Běhařov
CZ0322541869,Javor
CZ020C541877,Kněževes
CZ020C542211,Panoší Újezd
CZ020C542229,Petrovice
CZ020C542237,Pochvalov
CZ0316551791,Střelské Hoštice
CZ0801551805,Horní Životice
CZ0801551813,Staré Heřminovy
CZ020C542598,Všetaty
CZ020C542610,Zbečno
CZ0424542628,Černčice
CZ0424542636,Nová Ves
CZ020C541982,Křivoklát
CZ0203541991,Lány
CZ020C542008,Lašovice
CZ020C542016,Lišany
CZ0322542024,Číhaň
CZ0324539929,Týniště
CZ0324539937,Skašov
CZ0324539945,Dolce
CZ020B539953,Bohutín
CZ0327541486,Prostiboř
CZ0712552313,Domašov u Šternberka
CZ0712552330,Hlásnice
CZ0712552348,Mladějovice
CZ020B541451,Třebsko
CZ0327541460,Zhoř
CZ0715541478,Zvole
CZ0327541494,Kokašice
CZ020C541893,Kolešovice
CZ020C542326,Ruda
CZ020C542334,Rynholec
CZ0721542342,Honětice
CZ020B540170,Drevníky
CZ020B540285,Hřiměždice
CZ0317552534,Jistebnice
CZ0802552542,Dobratice
CZ0802552551,Staré Město
CZ0802552569,Staříč
CZ020C541907,Kounov
CZ0322541915,Obytce
CZ0322541923,Břežany
CZ0723542644,Francova Lhota
CZ0723542679,Halenkov
CZ0324540307,Chlumy
CZ020B540315,Hvožďany
CZ020B540323,Chotilsko
CZ0801551929,Andělská Hora
CZ0316551937,Uzenice
CZ0801551945,Rudná pod Pradědem
CZ0317552101,Borotín
CZ020C542253,Příčina
CZ020C542270,Pšovlky
CZ020C542288,Pustověty
CZ0324542296,Nezdice
CZ0327541605,Brod nad Tichou
CZ020B541613,Zalužany
CZ0327541621,Tisová
CZ0715540480,Moravičany
CZ0715540501,Nový Malín
CZ0715540510,Olšany
CZ0324540528,Únětice
CZ0715539961,Libina
CZ0712552437,Krčmaň
CZ0712552445,Daskabát
CZ0317552453,Chotěmice
CZ0317552461,Chotoviny
CZ0317552470,Choustník
CZ0423542491,Malíč
CZ020C542504,Třeboc
CZ020C542032,Lubná
CZ020C542351,Řevničov
CZ020C542369,Senec
CZ020B539970,Borotice
CZ020B539988,Bratkovice
CZ0712540005,Lipinka
CZ0712552356,Babice
CZ0712552364,Ústín
CZ0712552372,Medlov
CZ0712552381,Nová Hradečná
CZ020B541508,Věšín
CZ0327541532,Milíře
CZ020B541541,Voznice
CZ020C542385,Skryje
CZ0721542393,Vrbka
CZ0423542407,Trnovany
CZ0423542521,Michalovice
CZ0715540196,Loštice
CZ0324540200,Kozlovice
CZ020B540218,Dublovice
CZ0715540226,Loučná nad Desnou
CZ0712552119,Věrovany
CZ0317552127,Bradáčov
CZ0317552143,Budislav
CZ0712552160,Pňovice
CZ0712552178,Haňovice
CZ0322541931,Kvášňovice
CZ020C541940,Kroučová
CZ020C541966,Krupá
CZ020C541974,Krušovice
CZ020A539881,Zlatníky-Hodkovice
CZ0715540331,Malá Morava
CZ020B540358,Chraštice
CZ0715540366,Maletín
CZ0711540382,Mikulovice
CZ020B540391,Jesenice
CZ020B540404,Jince
CZ0802552488,Vojkovice
CZ0317552496,Chýnov
CZ0802552518,Nošovice
CZ0721542318,Blazice
CZ0723542903,Jarcová
CZ020A539902,Zvole
CZ020B540111,Dobříš
CZ0324540137,Životice
CZ020B540153,Drásov
CZ020B540536,Kozárovice
CZ0323540561,Letkov
CZ020B540579,Křepenice
CZ0715540595,Palonín
CZ0712552399,Želechovice
CZ0712552402,Bukovany
CZ0712552411,Přáslavice
CZ020B540145,Drahlín
CZ020B540498,Kosova Hora
CZ0723542911,Karolinka
CZ0723542946,Kateřinice
CZ020B541567,Vranovice
CZ0324540269,Nová Ves
CZ0207536997,Židněves
CZ020B541028,Pečice
CZ0423542440,Oleško
CZ0424542580,Obora
CZ0326541061,Zvíkovec
CZ020B540013,Březnice
CZ020B540021,Buková u Příbramě
CZ0711540030,Lipová-lázně
CZ020A540048,Buš
CZ0324540056,Střelice
CZ0324540064,Lisov
CZ0712552232,Loučany
CZ0317552241,Dolní Hořice
CZ0712552259,Olbramice
CZ0712552267,Senička
CZ0317552275,Dráchov
CZ0317552283,Dražice
CZ0317552291,Dražičky
CZ0711541575,Žulová
CZ020B541583,Vysoká u Příbramě
CZ020B541591,Vysoký Chlumec
CZ020B540447,Klučenice
CZ0324540463,Bolkov
CZ0715540471,Mohelnice
CZ020B541010,Ouběnice
CZ0711541036,Stará Červená Voda
CZ020B541052,Pičín
CZ020C542415,Slabce
CZ020C542431,Srbeč
CZ020C542458,Svojetín
CZ0424542555,Opočno
CZ020C542563,Velká Buková
CZ0424542571,Cítoliby
CZ020B541311,Smolotely
CZ0421562483,Heřmanov
CZ020B541516,Višňová
CZ0723542989,Kelč
CZ0715541079,Staré Město
CZ020B541087,Počepice
CZ0326541095,Bezděkov
CZ0715541109,Sudkov
CZ0711541117,Supíkovice
CZ0715541125,Svébohov
CZ0715541265,Velké Losiny
CZ020B541281,Sedlčany
CZ0327541290,Horní Kozolupy
CZ020B541320,Solenice
CZ020B541338,Stará Huť
CZ0711541346,Vlčice
CZ0715541354,Zábřeh
CZ0327541362,Zadní Chodov
CZ020B541371,Suchodol
CZ0633548731,Salačova Lhota
CZ0326541141,Chomle
CZ0326541150,Kamenný Újezd
CZ0715541168,Štíty
CZ0326541176,Svojkovice
CZ0326541192,Nevid
CZ0324557684,Dolní Lukavice
CZ0631568899,Kozlov
CZ0723541630,Vsetín
CZ0723541648,Branky
CZ0327541664,Záchlumí
CZ020C541672,Branov
CZ0327541681,Ošelín
CZ020C541699,Čistá
CZ0311545341,Zliv
CZ0311545368,Žabovřesky
CZ0311545376,Žár
CZ0311545384,Žimutice
CZ0313546623,Lásenice
CZ0313546992,Popelín
CZ0326546551,Újezd u Svatého Kříže
CZ0512546577,Pulečný
CZ0512546585,Jiřetín pod Bukovou
CZ0513546631,Bílý Potok
CZ0513546658,Janův Důl
CZ0313546674,Lomnice nad Lužnicí
CZ0712546976,Hraničné Petrovice
CZ0804546984,Bílov
CZ0804547000,Životice u Nového Jičína
CZ0712547018,Střeň
CZ0313547069,Rapšach
CZ0312545503,Horní Dvořiště
CZ0312545520,Hořice na Šumavě
CZ0312545546,Chvalšiny
CZ0631546216,Jitkov
CZ0511546232,Kozly
CZ0511546259,Kvítkov
CZ0423546691,Lkáň
CZ0313546712,Majdalena
CZ0423546721,Sedlec
CZ0423546755,Brzánky
CZ0423546763,Horní Řepčice
CZ0633547603,Bratřice
CZ0633547638,Budíkov
CZ0523547646,Velké Poříčí
CZ0523547654,Šestajovice
CZ0312545562,Kaplice
CZ0312545597,Lipno nad Vltavou
CZ0312545601,Loučovice
CZ0312545619,Malonty
CZ0312545643,Netřebice
CZ0312545660,Omlenice
CZ0511546275,Slunečná
CZ0511546283,Svojkov
CZ0313546305,Heřmaneč
CZ0421546330,Kunratice
CZ0632547255,Švábov
CZ0514547476,Paseky nad Jizerou
CZ0423546771,Kamýk
CZ0313546798,Nová Bystřice
CZ0313547280,Suchdol nad Lužnicí
CZ0313547336,Třeboň
CZ0714547433,Vlkoš
CZ0313547441,Volfířov
CZ0421545678,Markvartice
CZ0421545708,Lobendava
CZ0312545724,Přídolí
CZ0312545732,Přísečná
CZ0421546348,Srbská Kamenice
CZ0313546364,Horní Pěna
CZ0313546381,Horní Radouň
CZ0324546399,Míšov
CZ0313546402,Hospříz
CZ020B540072,Čenkov
CZ020B540081,Čím
CZ020B540099,Daleké Dušníky
CZ0324540102,Nezdřev
CZ0313546801,Nová Včelnice
CZ0423546810,Chudoslavice
CZ0423546828,Staňkovice
CZ0514547484,Ktová
CZ0714547450,Výkleky
CZ0313547468,Zahrádky
CZ0633547492,Pelhřimov
CZ0523547531,Hořenice
CZ0523547565,Vestec
CZ0633547581,Božejov
CZ0723544574,Oznice
CZ0513544582,Radimovice
CZ0311544591,Chrášťany
CZ0513544604,Žďárek
CZ0311544612,Jankov
CZ0712547093,Mutkov
CZ0711540684,Písečná
CZ0324540692,Sedliště
CZ0324540706,Vlčtejn
CZ020B540714,Malá Hraštice
CZ0326540722,Smědčice
CZ0715540731,Police
CZ020B540757,Milín
CZ0712547077,Samotišky
CZ0313547085,Rodvínov
CZ0312545767,Rožmberk nad Vltavou
CZ0312545848,Vyšší Brod
CZ0421545856,Dolní Habartice
CZ0312545872,Zubčice
CZ0313545881,Jindřichův Hradec
CZ0723544841,Rožnov pod Radhoštěm
CZ0723544850,Růžďka
CZ0311544868,Nové Hrady
CZ0634544876,Lhotice
CZ0311544884,Olešnice
CZ0715540234,Lukavice
CZ0715540986,Sobotín
CZ0312545775,Rožmitál na Šumavě
CZ0421545783,Dobrná
CZ0421545791,Merboltice
CZ0312545813,Světlík
CZ0326546488,Sirá
CZ0421546496,Ludvíkovice
CZ0313546500,Jarošov nad Nežárkou
CZ0326546526,Těškov
CZ0312545716,Přední Výtoň
CZ0424543128,Staňkovice
CZ0713543543,Hruška
CZ020C544248,Pavlíkov
CZ0311544426,Dříteň
CZ020B540242,Hluboš
CZ0324540251,Drahkov
CZ0324540421,Radkovice
CZ0424546429,Chraberce
CZ0425546437,Volevčice
CZ0208537128,Dymokury
CZ0424542547,Blšany u Loun
CZ0313546666,Lodhéřov
CZ0313546917,Písečné
CZ0427546925,Stebno
CZ0634546933,Okřešice
CZ0723544434,Lužná
CZ0311544442,Dubné
CZ0311544451,Dynín
CZ0715540871,Rohle
CZ020B540889,Nová Ves pod Pleší
CZ020B540897,Nové Dvory
CZ020B540901,Nový Knín
CZ0715540919,Rovensko
CZ0313546844,Novosedly nad Nežárkou
CZ0423546852,Černěves
CZ0424546861,Dobroměřice
CZ0313547166,Slavonice
CZ0805547182,Kozmice
CZ0315545902,Borová Lada
CZ0723544621,Police
CZ0311544639,Jílovice
CZ0311544663,Kamenný Újezd
CZ0723544671,Prlov
CZ0421544680,Janov
CZ0723544698,Prostřední Bečva
CZ020A540765,Mníšek pod Brdy
CZ0715540773,Postřelmov
CZ020B540790,Nalžovice
CZ0326540803,Chlum
CZ020B540811,Nečín
CZ0633547662,Cetoraz
CZ0633547689,Čáslavsko
CZ0523547701,Libchyně
CZ0633547735,Čejov
CZ0523547743,Vernéřovice
CZ0523547751,Bukovice
CZ0421545929,Horní Habartice
CZ0513545953,Paceřice
CZ0424546011,Jimlín
CZ0313546038,Budíškovice
CZ0723544906,Seninka
CZ0723544914,Střelná
CZ0723544922,Střítež nad Bečvou
CZ0724544931,Študlov
CZ020B540439,Kamýk nad Vltavou
CZ0715540609,Pavlov
CZ0324540617,Líšina
CZ0312545821,Velešín
CZ0312545830,Větřní
CZ0326546534,Týček
CZ0313546542,Kardašova Řečice
CZ0723544264,Leskovec
CZ0311544272,Borek
CZ0311544281,Borovany
CZ0311544299,Boršov nad Vltavou
CZ0723544302,Lešná
CZ0311544329,Čejkovice
CZ0317553077,Skalice
CZ020B540935,Obecnice
CZ020B540943,Obory
CZ020B540951,Obořiště
CZ020B540960,Ohrazenice
CZ0314549771,Protivín
CZ0313546461,Chlum u Třeboně
CZ0723542997,Kladeruby
CZ0424543012,Žerotín
CZ0723543021,Kunovice
CZ0723543098,Lačnov
CZ0513544477,Stráž nad Nisou
CZ0311544485,Hluboká nad Vltavou
CZ0311544493,Homole
CZ020B540820,Nedrahovice
CZ0715540854,Rájec
CZ0715540862,Rapotín
CZ0424546879,Líšťany
CZ0424546895,Brodec
CZ0426546909,Lukov
CZ0723544370,Lidečko
CZ0311544388,Dolní Bukovsko
CZ0723544418,Loučka
CZ0421544701,Labská Stráň
CZ0324540633,Kotovice
CZ0324540676,Srby
CZ0723545163,Velké Karlovice
CZ0313546968,Pluhův Žďár
CZ0723545252,Zubří
CZ0312545406,Benešov nad Černou
CZ020B540625,Láz
CZ0323540641,Mokrouše
CZ0715540650,Písařov
CZ0324540668,Honezovice
CZ0723545147,Velká Lhota
CZ0311545155,Temelín
CZ0311545171,Trhové Sviny
CZ0723545198,Vidče
CZ0311545201,Týn nad Vltavou
CZ0723545210,Vigantice
CZ0647546941,Dobšice
CZ0801546950,Nová Pláň
CZ0805547191,Jezdkovice
CZ0313547204,Staré Hobzí
CZ0313547212,Staré Město pod Landštejnem
CZ0313547221,Stráž nad Nežárkou
CZ0313547239,Strmilov
CZ0313547247,Stříbřec
CZ0523547786,Adršpach
CZ0531547808,Rozhovice
CZ0531547816,Jeníkov
CZ0531572543,Všeradov
CZ0631568856,Klokočov
CZ0311545228,Včelná
CZ0723545236,Zašová
CZ0723545244,Zděchov
CZ0312545392,Český Krumlov
CZ0312545414,Besednice
CZ0312545422,Boletice
CZ0312545431,Brloh
CZ0312545449,Bujanov
CZ0312545465,Dolní Dvořiště
CZ0312545473,Dolní Třebonín
CZ0312545481,Frymburk
CZ0312545490,Holubov
CZ0311545261,Vrábče
CZ0712545279,Domašov nad Bystřicí
CZ0633547549,Bohdalín
CZ0422546071,Račetice
CZ0313546089,České Velenice
CZ0313546101,Číměř
CZ0313546127,Dačice
CZ0313546143,Dešná
CZ0313546151,Deštná
CZ0422546160,Nezabylice
CZ0427546186,Ryjice
CZ0631546194,Bačkov
CZ0513546607,Dětřichov
CZ0313546615,Kunžak
CZ0634545309,Kožichovice
CZ0311545317,Záboří
CZ0647545325,Velký Karlov
CZ0643549746,Předklášteří
CZ0314549754,Podolí I
CZ0647550078,Přeskače
CZ0314549797,Přeštěnice
CZ0315550167,Čkyně
CZ0646550175,Podomí
CZ0314549801,Putim
CZ0314549827,Ražice
CZ0314549495,Kluky
CZ0635549835,Milasín
CZ0314549843,Sepekov
CZ0314549851,Skály
CZ0314549860,Slabčice
CZ0314549878,Smetanova Lhota
CZ0632550281,Hybrálec
CZ0632550299,Smrčná
CZ0634550302,Kuroslepy
CZ0634550311,Třesov
CZ0316551384,Malenice
CZ0316551392,Mečichov
CZ0316551414,Miloňovice
CZ0314549509,Kostelec nad Vltavou
CZ0314549517,Kovářov
CZ0314549541,Kučeř
CZ0314549525,Králova Lhota
CZ0724549533,Poteč
CZ0635549886,Střítež
CZ0643549894,Skryje
CZ0643549908,Újezd u Tišnova
CZ0635549916,Pikárec
CZ0315550329,Ktiš
CZ0316551104,Hoslovice
CZ0314549584,Mirotice
CZ0315550345,Lažiště
CZ0315550353,Lenora
CZ0315550361,Lhenice
CZ0316550965,Číčenice
CZ0635549959,Ubušínek
CZ0316550981,Doubravice
CZ0316551023,Drážov
CZ0316551121,Hoštice
CZ0724549550,Lhotsko
CZ0314549568,Lety
CZ0314549576,Milevsko
CZ0314549592,Mirovice
CZ0635549924,Radkov
CZ0314549932,Tálín
CZ0635549941,Rosička
CZ0314562271,Temešvár
CZ0314562289,Vojníkov
CZ0511562297,Žandov
CZ0314562301,Dolní Novosedly
CZ0313562319,Horní Slatina
CZ0313562327,Třebětice
CZ0713549967,Hačky
CZ0634550370,Pokojovice
CZ0316551350,Lnáře
CZ0314549703,Oslov
CZ0314549711,Ostrovec
CZ0633548235,Leskovice
CZ0631548243,Horní Paseka
CZ0631548251,Podmoky
CZ0631548278,Břevnice
CZ0631548286,Knyk
CZ0524548642,Hřibiny-Ledská
CZ0524548651,Libel
CZ0421562530,Chřibská
CZ0313562548,Bednárec
CZ0421562556,Jetřichovice
CZ0634550388,Martínkov
CZ0315550396,Němčice
CZ0315550426,Mičovice
CZ0643549738,Ponětovice
CZ0314550027,Záhoří
CZ0647550051,Plenkovice
CZ0633547913,Horní Cerekev
CZ0534548031,Dlouhoňovice
CZ0534548049,Helvíkovice
CZ0423564656,Budyně nad Ohří
CZ0423564672,Ctiněves
CZ0315550728,Zdíkov
CZ0722550744,Kunovice
CZ0722550752,Staré Město
CZ0314550060,Zhoř
CZ0634550612,Horní Smrčné
CZ0315550761,Želnava
CZ0634550779,Naloučany
CZ0316551333,Libějovice
CZ0315550523,Stožec
CZ0521548065,Obědovice
CZ0633548073,Ježov
CZ0633548081,Jiřice
CZ0421562351,Benešov nad Ploučnicí
CZ0313562360,Nová Ves nad Lužnicí
CZ0313562378,Staňkov
CZ0313562386,Hamr
CZ0534548014,Dlouhá Třebová
CZ0314549614,Myslín
CZ0724549622,Lípa
CZ0724549649,Tečovice
CZ0646550795,Podbřežice
CZ0316550809,Bavorov
CZ0316550817,Bělčice
CZ0316550833,Bílsko
CZ0647550841,Jiřice u Moravských Budějovic
CZ0531547832,Licibořice
CZ0531547841,Vyžice
CZ0633548332,Lukavec
CZ0633548367,Mezilesí
CZ0631548375,Čečkovice
CZ0633548405,Moraveč
CZ0313562637,Frahelž
CZ0421562645,Kytlice
CZ0313562653,Ponědrážka
CZ0421562661,Lipová
CZ0314549991,Vráž
CZ0315550434,Nebahovy
CZ0315550442,Netolice
CZ0315550451,Nová Pec
CZ0634550477,Chotěbudice
CZ0634550493,Radkovice u Budče
CZ0634550507,Litohoř
CZ0531547867,Bor u Skutče
CZ0531547875,Lipovec
CZ0633547883,Hojanovice
CZ0531547891,Stolany
CZ0524548669,Rohenice
CZ0524548685,Krchleby
CZ0524548693,Svídnice
CZ0524548707,Vrbice
CZ0421562564,Jílové
CZ0315550531,Strážný
CZ0315550540,Strunkovice nad Blanicí
CZ0316551473,Myštice
CZ0208551481,Kněžičky
CZ0311551490,Branišov
CZ0311551503,Čížkrajice
CZ0316551520,Nihošovice
CZ0534547972,Hrádek
CZ0421562408,Dobkovice
CZ0421562432,Dolní Podluží
CZ0316551554,Novosedly
CZ0633548111,Kamenice nad Lipou
CZ0534547921,Trpík
CZ0421562394,Česká Kamenice
CZ0313562416,Dobrohošť
CZ0313562424,Županovice
CZ0206535265,Velký Borek
CZ0312551538,Střítež
CZ0633551546,Dubovice
CZ0316551562,Osek
CZ0802549665,Raškovice
CZ0802549673,Krásná
CZ0633548120,Kejžlice
CZ0633548146,Koberovice
CZ0521548154,Světí
CZ0633548171,Košetice
CZ0631548197,Nejepín
CZ0513561631,Jablonné v Podještědí
CZ0315561649,Lčovice
CZ0513561657,Janovice v Podještědí
CZ0315561673,Křišťanov
CZ0313562688,Klec
CZ0313562696,Hadravova Rosička
CZ0313562726,Báňovice
CZ0313562734,Nová Olešná
CZ0314549681,Orlík nad Vltavou
CZ0721549690,Bořenovice
CZ0631548529,Kochánov
CZ0631548537,Úhořilka
CZ0633548545,Píšť
CZ0631548553,Slavětín
CZ0631548588,Okrouhlička
CZ0631548596,Heřmanice
CZ0631548618,Kraborovice
CZ0631548626,Zvěstovice
CZ0511561894,Okrouhlá
CZ0633561908,Žirov
CZ0633561916,Pavlov
CZ0633561924,Dehtáře
CZ0511561959,Polevsko
CZ0633561975,Zajíčkov
CZ0633562009,Rynárec
CZ0511562017,Ralsko
CZ0421562572,Jiřetín pod Jedlovou
CZ0421562581,Jiříkov
CZ0313562599,Velký Ratmírov
CZ0315550558,Svatá Maří
CZ0634550566,Lukov
CZ0315550574,Šumavské Hoštice
CZ0315550582,Těšovice
CZ0313562467,Dolní Pěna
CZ0421562513,Hřensko
CZ0534547905,Rybník
CZ0534547981,Albrechtice
CZ0511562173,Velenice
CZ0314562181,Křenovice
CZ0314562190,Olešná
CZ0421562441,Dolní Poustevna
CZ0313562459,Polště
CZ0313562475,Okrouhlá Radouň
CZ0313562491,Kačlehy
CZ0421562505,Horní Podluží
CZ0316551139,Chelčice
CZ0316551163,Jinín
CZ0316551180,Kadov
CZ0316551201,Katovice
CZ0316551341,Litochovice
CZ0534548006,Bošín
CZ0534548022,Vračovice-Orlov
CZ0633548201,Křeč
CZ0633548219,Křelovice
CZ0633548227,Křešín
CZ0314549380,Drhovle
CZ0314549398,Heřmaň
CZ0315550094,Prachatice
CZ0315550124,Bošice
CZ0646550132,Olšany
CZ0646550141,Medlovice
CZ0315550159,Bušanovice
CZ0315550248,Chlumany
CZ0315550183,Dub
CZ0646550191,Uhřice
CZ0315550205,Horní Vltavice
CZ0316551571,Paračov
CZ0633551589,Horní Rápotice
CZ0316551597,Hajany
CZ0646550213,Heršpice
CZ0315550221,Hracholusky
CZ0315550230,Husinec
CZ0644550256,Kašnice
CZ0315550264,Chroboly
CZ0202533793,Korno
CZ0311535800,Libníč
CZ0315550621,Vacov
CZ0634550639,Hroznatín
CZ0315550647,Vimperk
CZ0315550663,Vlachovo Březí
CZ0316550850,Blatná
CZ0316550922,Čejetice
CZ0316550949,Čepřovice
CZ0316550957,Čestice
CZ0317551601,Turovec
CZ0316551619,Pracejovice
CZ0316551627,Předmíř
CZ0316551635,Předslavice
CZ0316551643,Přešťovice
CZ0315550680,Záblatí
CZ0315550698,Zálezly
CZ0315550701,Zbytiny
CZ0634550710,Krahulov
CZ0421562823,Staré Křečany
CZ0724549401,Pozlovice
CZ0314549410,Hrazany
CZ0314549428,Hrejkovice
CZ0724549436,Komárov
CZ0724549444,Oldřichovice
CZ0314549452,Chyšky
CZ0724549461,Pohořelice
CZ0321554057,Nový Kramolín
CZ0715553387,Hraběšice
CZ0715553395,Rejchartice
CZ0317553409,Zvěrotice
CZ0317553417,Želeč
CZ0321553425,Domažlice
CZ0321553433,Babylon
CZ0321553441,Bělá nad Radbuzou
CZ0711553468,Velká Kraš
CZ0715553476,Nemile
CZ0711553484,Skorošice
CZ0324553506,Bukovec
CZ0321553514,Čermná
CZ0322553531,Černíkov
CZ0321553549,Česká Kubice
CZ0321554120,Pocinovice
CZ0324553565,Polánka
CZ0321553573,Drahotín
CZ0321553581,Draženov
CZ0323553590,Nezbavětice
CZ0321553620,Hlohová
CZ0715535885,Hoštejn
CZ0641554162,Crhov
CZ0804554171,Šenov u Nového Jičína
CZ0321554189,Rybník
CZ0805554197,Branka u Opavy
CZ0412555398,Nová Role
CZ0412555428,Ostrov
CZ0714552950,Šišma
CZ0321554294,Staňkov
CZ0647555231,Suchohrdly
CZ0423553646,Dolánky nad Ohří
CZ0324553654,Holýšov
CZ0321554201,Semněvice
CZ0321554251,Spáňov
CZ0321554260,Srbice
CZ0321554278,Srby
CZ0321554341,Tlumačov
CZ0321554359,Trhanov
CZ0321554391,Únějovice
CZ0321554405,Úsilov
CZ0427555223,Velké Chvojno
CZ0534555240,Semanín
CZ0412555258,Kolová
CZ0631555266,Nová Ves u Světlé
CZ0714552968,Horní Těšice
CZ0317552976,Rataje
CZ0321553689,Hostouň
CZ0321554413,Velký Malahov
CZ0321554421,Vidice
CZ0321554448,Všepadly
CZ0633561797,Vystrkov
CZ0321554456,Všeruby
CZ0321554464,Zahořany
CZ0321554472,Ždánov
CZ0411554481,Cheb
CZ0411554880,Tři Sekery
CZ0646554898,Rostěnice-Zvonovice
CZ0804554910,Vražné
CZ0804554936,Bítov
CZ0712554944,Mrsklesy
CZ0317552992,Ratibořské Hory
CZ0714553000,Oplocany
CZ0723553026,Valašská Senice
CZ0805553042,Mladecko
CZ0631548448,Dolní Sokolovec
CZ0633548456,Nová Cerekev
CZ0633548464,Nový Rychnov
CZ0631548499,Sloupno
CZ0633548502,Onšov
CZ0633548740,Samšín
CZ0805553051,Dolní Životice
CZ0317553069,Sezimovo Ústí
CZ0317553085,Skopytce
CZ0805553093,Hlavnice
CZ0805553107,Bratříkovice
CZ0522553701,Bačalky
CZ0532553719,Srnojedy
CZ0324553841,Kvíčovice
CZ0321553859,Libkov
CZ0321553867,Loučim
CZ0641553883,Ústup
CZ0721553905,Mrlínek
CZ0321553921,Mezholezy
CZ0321553930,Mezholezy
CZ0316551759,Sousedovice
CZ0522548928,Kostelec
CZ0522548979,Borek
CZ0633548987,Útěchovice
CZ0633549002,Včelnička
CZ0321553735,Chodov
CZ0411554511,Drmoul
CZ0411554642,Mariánské Lázně
CZ0411554677,Mnichov
CZ0411554693,Nebanice
CZ0411554707,Nový Kostel
CZ0531554952,Otradov
